hust_imaging_id,cell_name,input_reconstruction_batch_id,swc_path,swc_node_identifier,coordinate_type_id,x_coordinate,y_coordinate,z_coordinate,batch_id,created_at,structure_label,hemisphere,surround
1,AA0930,202205111930_upload_registered_reconstructions,AA0930.swc,1,ccf_ASL_micron,8053.107717,5876.522941,5616.69306,202205111937_upload_soma_locations,5/11/2022 19:37,MMd,left,"{""structures"": [{""MMd"": 0.921}, {""MMme"": 0.079}, {""MMm"": 0.0}]}"
1,AA0931,202205111930_upload_registered_reconstructions,AA0931.swc,1,ccf_ASL_micron,7724.994491,5459.582818,6563.272632,202205111937_upload_soma_locations,5/11/2022 19:37,MB,right,"{""structures"": [{""MB"": 0.957}, {""HY"": 0.041}, {""mfb"": 0.002}]}"
1,AA0932,202205111930_upload_registered_reconstructions,AA0932.swc,1,ccf_ASL_micron,7808.573898,5419.248387,6266.629074,202205111937_upload_soma_locations,5/11/2022 19:37,MB,right,"{""structures"": [{""MB"": 0.897}, {""mfb"": 0.103}]}"
1,AA0933,202205111930_upload_registered_reconstructions,AA0933.swc,1,ccf_ASL_micron,8058.119559,5890.948485,5798.056821,202205111937_upload_soma_locations,5/11/2022 19:37,MMd,right,"{""structures"": [{""MMd"": 0.937}, {""MMme"": 0.049}, {""MMm"": 0.014}]}"
1,AA0934,202205111930_upload_registered_reconstructions,AA0934.swc,1,ccf_ASL_micron,8006.568478,5852.951976,5738.851804,202205111937_upload_soma_locations,5/11/2022 19:37,MMd,right,"{""structures"": [{""MMd"": 0.826}, {""MMme"": 0.16}, {""SUM"": 0.014}]}"
1,AA0935,202205111930_upload_registered_reconstructions,AA0935.swc,1,ccf_ASL_micron,8033.986636,6065.958042,5835.155814,202205111937_upload_soma_locations,5/11/2022 19:37,MMm,right,"{""structures"": [{""MMm"": 0.513}, {""MMme"": 0.484}, {""MMd"": 0.002}]}"
1,AA0936,202205111930_upload_registered_reconstructions,AA0936.swc,1,ccf_ASL_micron,8046.958827,6127.59005,5830.664177,202205111937_upload_soma_locations,5/11/2022 19:37,MMme,right,"{""structures"": [{""MMme"": 0.567}, {""MMm"": 0.433}]}"
1,AA0937,202205111930_upload_registered_reconstructions,AA0937.swc,1,ccf_ASL_micron,8087.842488,5904.660717,5947.094154,202205111937_upload_soma_locations,5/11/2022 19:37,MMd,right,"{""structures"": [{""MMd"": 0.725}, {""pm"": 0.16}, {""MMm"": 0.092}, {""MMl"": 0.023}]}"
1,AA0938,202205111930_upload_registered_reconstructions,AA0938.swc,1,ccf_ASL_micron,7751.073004,5738.836775,4602.448637,202205111937_upload_soma_locations,5/11/2022 19:37,PSTN,left,"{""structures"": [{""PSTN"": 0.68}, {""MB"": 0.293}, {""HY"": 0.027}]}"
1,AA0939,202205111930_upload_registered_reconstructions,AA0939.swc,1,ccf_ASL_micron,7989.058713,5945.603409,6148.34974,202205111937_upload_soma_locations,5/11/2022 19:37,MMl,right,"{""structures"": [{""MMl"": 0.978}, {""MMm"": 0.017}, {""pm"": 0.004}]}"
1,AA0940,202205111930_upload_registered_reconstructions,AA0940.swc,1,ccf_ASL_micron,8069.795844,5918.180669,5813.016887,202205111937_upload_soma_locations,5/11/2022 19:37,MMd,right,"{""structures"": [{""MMd"": 0.858}, {""MMme"": 0.09}, {""MMm"": 0.052}]}"
1,AA0941,202205111930_upload_registered_reconstructions,AA0941.swc,1,ccf_ASL_micron,7704.64545,3013.211046,1285.149235,202205111937_upload_soma_locations,5/11/2022 19:37,AUDp5,left,"{""structures"": [{""AUDp5"": 1.0}]}"
1,AA0942,202205111930_upload_registered_reconstructions,AA0942.swc,1,ccf_ASL_micron,8751.918364,3523.735703,7969.248388,202205111937_upload_soma_locations,5/11/2022 19:37,SGN,right,"{""structures"": [{""SGN"": 0.884}, {""MGd"": 0.115}, {""TH"": 0.002}]}"
1,AA0943,202205111930_upload_registered_reconstructions,AA0943.swc,1,ccf_ASL_micron,7740.763567,5593.096706,5002.199513,202205111937_upload_soma_locations,5/11/2022 19:37,mfb,left,"{""structures"": [{""mfb"": 0.818}, {""MB"": 0.129}, {""HY"": 0.052}]}"
1,AA0944,202205111930_upload_registered_reconstructions,AA0944.swc,1,ccf_ASL_micron,5263.34592,2770.510229,9112.360387,202205111937_upload_soma_locations,5/11/2022 19:37,SSp-m5,right,"{""structures"": [{""SSp-m5"": 0.608}, {""SSp-m6a"": 0.387}, {""SSp-n5"": 0.005}]}"
1,AA0945,202205111930_upload_registered_reconstructions,AA0945.swc,1,ccf_ASL_micron,7117.225278,1653.177908,8883.106722,202205111937_upload_soma_locations,5/11/2022 19:37,SSp-bfd5,right,"{""structures"": [{""SSp-bfd5"": 0.893}, {""SSp-bfd4"": 0.107}]}"
1,AA0946,202205111930_upload_registered_reconstructions,AA0946.swc,1,ccf_ASL_micron,10449.15305,5196.518469,7173.860857,202205111937_upload_soma_locations,5/11/2022 19:37,V,right,"{""structures"": [{""V"": 1.0}]}"
1,AA0947,202205111930_upload_registered_reconstructions,AA0947.swc,1,ccf_ASL_micron,11135.28419,5707.597332,6806.916239,202205111937_upload_soma_locations,5/11/2022 19:37,IRN,right,"{""structures"": [{""IRN"": 0.577}, {""PARN"": 0.423}]}"
1,AA0948,202205111930_upload_registered_reconstructions,AA0948.swc,1,ccf_ASL_micron,11166.94223,6080.023984,7919.959705,202205111937_upload_soma_locations,5/11/2022 19:37,MY,right,"{""structures"": [{""sptV"": 0.441}, {""MY"": 0.311}, {""SPVO"": 0.248}]}"
1,AA0949,202205111930_upload_registered_reconstructions,AA0949.swc,1,ccf_ASL_micron,9043.673643,1477.040282,8668.213431,202205111937_upload_soma_locations,5/11/2022 19:37,VISp5,right,"{""structures"": [{""VISp5"": 0.779}, {""VISp4"": 0.221}]}"
1,AA0950,202205111930_upload_registered_reconstructions,AA0950.swc,1,ccf_ASL_micron,11788.34328,6070.210914,7912.921752,202205111937_upload_soma_locations,5/11/2022 19:37,SPVI,right,"{""structures"": [{""SPVI"": 1.0}]}"
1,AA0951,202205111930_upload_registered_reconstructions,AA0951.swc,1,ccf_ASL_micron,12407.60037,6843.38604,6544.871406,202205111937_upload_soma_locations,5/11/2022 19:37,MDRNv,right,"{""structures"": [{""MDRNv"": 0.664}, {""LRNm"": 0.322}, {""MY"": 0.013}]}"
1,AA0952,202205111930_upload_registered_reconstructions,AA0952.swc,1,ccf_ASL_micron,13257.9151,6237.233819,7542.755873,202205111937_upload_soma_locations,5/11/2022 19:37,,,
1,AA0953,202205111930_upload_registered_reconstructions,AA0953.swc,1,ccf_ASL_micron,12133.73652,6681.573375,6628.897837,202205111937_upload_soma_locations,5/11/2022 19:37,LRNm,right,"{""structures"": [{""LRNm"": 1.0}]}"
1,AA0954,202205111930_upload_registered_reconstructions,AA0954.swc,1,ccf_ASL_micron,4269.257207,3168.419951,5773.240077,202205111937_upload_soma_locations,5/11/2022 19:37,IG,right,"{""structures"": [{""IG"": 0.715}, {""ACAv1"": 0.233}, {""root"": 0.031}, {""ACAv2/3"": 0.02}]}"
1,AA0955,202205111930_upload_registered_reconstructions,AA0955.swc,1,ccf_ASL_micron,4150.390718,3433.116671,5605.814949,202205111937_upload_soma_locations,5/11/2022 19:37,IG,left,"{""structures"": [{""IG"": 0.575}, {""ACAv1"": 0.315}, {""ACAv2/3"": 0.053}, {""ccg"": 0.037}, {""root"": 0.02}]}"
